Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1041774,a43DzeQWut,"Unit CTA1_06, Section CTA1_06-5",FBSMR2,1,YUnit,22/02/2006 10:04,22/02/2006 10:04,22/02/2006 10:04,22/02/2006 10:04,8,8,,1,0,0,1,,
1041905,a43DzeQWut,"Unit ES_03, Section ES_03-6",EG51,1,-0.9y = 1.1,22/02/2006 10:54,22/02/2006 10:54,22/02/2006 10:54,22/02/2006 10:54,8,8,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",24~~14
1042153,a43DzeQWut,"Unit CTA1_08, Section CTA1_08-2",FEB02,1,YUnit,22/03/2006 10:37,22/03/2006 10:37,22/03/2006 10:37,22/03/2006 10:37,3,3,,1,0,0,1,,
1042485,a43DzeQWut,"Unit ES_04, Section ES_04-10",EG57,2,-72-(-2) = -4x-2-(-2),28/04/2006 10:42,28/04/2006 10:42,28/04/2006 10:42,28/04/2006 10:42,11,11,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",41
1042738,a43DzeQWut,"Unit CTA1_10, Section CTA1_10-2",DIST09_SP,1,T*12000 = 60000,12/05/2006 10:56,12/05/2006 10:56,12/05/2006 10:56,12/05/2006 10:56,9,9,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",36~~121
1042880,Fm7ESoRh9v,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,15X = 11025,22/02/2006 10:06,22/02/2006 10:06,22/02/2006 10:06,22/02/2006 10:06,7,7,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",1~~2
1043031,Fm7ESoRh9v,"Unit ES_07, Section ES_07-4",LIT64A,2,di-expr,08/03/2006 09:53,08/03/2006 09:53,08/03/2006 09:53,08/03/2006 09:53,4,4,,1,0,0,1,,
1043138,Fm7ESoRh9v,"Unit CTA1_12, Section CTA1_12-2",SYS03,1,ValidEquations,31/03/2006 10:20,31/03/2006 10:20,31/03/2006 10:21,31/03/2006 10:23,118,,118,0,3,0,2,,
1043260,Fm7ESoRh9v,"Unit ES_05, Section ES_05-8",EG61,4,-12.77 = 0.21y,21/04/2006 09:54,21/04/2006 09:54,21/04/2006 09:54,21/04/2006 09:54,8,8,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",29~~66
1043486,Fm7ESoRh9v,"Unit CTA1_14, Section CTA1_14-2",1PTFB13,1,60X = 100,15/05/2006 10:57,15/05/2006 10:58,15/05/2006 10:58,15/05/2006 10:58,6,6,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",48~~100
1043706,lKsX609E6x,"Unit ES_03, Section ES_03-8",LIT2A,1,0+z = y+c,03/03/2006 09:53,03/03/2006 09:53,03/03/2006 09:54,03/03/2006 09:54,38,,38,0,1,2,2,"[SkillRule: Consolidate vars, no coeff; CLT]",18
1043832,lKsX609E6x,"Unit CTA1_08, Section CTA1_08-2",FEB03,1,Formula 1 Coeff 1,08/03/2006 10:00,08/03/2006 10:00,08/03/2006 10:00,08/03/2006 10:00,12,12,,1,0,0,1,Setting the slope,7
1044358,lKsX609E6x,"Unit ES_04, Section ES_04-15",LIT54,1,x+t-t = b/k-t,21/04/2006 10:13,21/04/2006 10:13,21/04/2006 10:13,21/04/2006 10:13,3,3,,1,0,0,1,"[SkillRule: Consolidate vars, no coeff; CLT]",27
1044537,lKsX609E6x,"Unit CTA1_10, Section CTA1_10-3",DISTFB05_SP,3,ValidEquations,15/05/2006 10:33,15/05/2006 10:34,15/05/2006 10:34,15/05/2006 10:35,37,37,,1,0,0,3,,
1044831,o2mSq0vQ50,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,R4C1,22/03/2006 10:41,22/03/2006 10:41,22/03/2006 10:41,22/03/2006 10:41,16,16,,1,0,0,1,Entering a given,33
1045150,o2mSq0vQ50,"Unit ES_03, Section ES_03-4",EG49,1,2/-5.6 = -5.6y/-5.6,19/05/2006 10:07,19/05/2006 10:07,19/05/2006 10:07,19/05/2006 10:08,34,34,,1,1,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],9
1045707,oWh48s12mR,"Unit ES_04, Section ES_04-16",LIT60A,2,q*c*(v+r) = d*x,15/05/2006 10:30,15/05/2006 10:30,15/05/2006 10:30,15/05/2006 10:30,17,17,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",62
1045855,oWh48s12mR,"Unit CTA1_10, Section CTA1_10-3",DISTFB03_SP,1,R5C2,19/05/2006 10:23,19/05/2006 10:23,19/05/2006 10:25,19/05/2006 10:25,105,,105,0,1,0,1,Entering a given,26
1046013,PrH19Z5q87,"Unit CTA1_04, Section CTA1_04-3",L2FB15C,1,R3C2,22/02/2006 09:53,22/02/2006 09:54,22/02/2006 09:54,22/02/2006 09:54,42,42,,1,0,0,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",15~~5~~15
1046363,PrH19Z5q87,"Unit ES_02, Section ES_02-10",EG44,2,3x = 5,31/03/2006 10:58,31/03/2006 10:58,31/03/2006 10:58,31/03/2006 10:58,6,6,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",26~~51
1046465,PrH19Z5q87,"Unit CTA1_13, Section CTA1_13-1",PROP02,1,R3C1,12/05/2006 10:07,12/05/2006 10:07,12/05/2006 10:07,12/05/2006 10:07,3,3,,1,0,0,1,Define Variable,15
1046652,PrH19Z5q87,"Unit CTA1_06, Section CTA1_06-2",L6FB06,1,R7C1,22/05/2006 10:56,22/05/2006 10:56,22/05/2006 10:58,22/05/2006 10:58,60,,60,0,2,4,1,"Using small numbers~~Find X, positive slope~~Using difficult numbers",71~~14~~61
1046861,PUH9Se529L,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,R1C1,21/04/2006 10:32,21/04/2006 10:34,21/04/2006 10:34,21/04/2006 10:34,78,78,,1,0,0,1,,
1047131,PUH9Se529L,"Unit ES_02, Section ES_02-10",EG44,2,-10x = 7/x*x,17/05/2006 10:46,17/05/2006 10:46,17/05/2006 10:46,17/05/2006 10:47,70,70,,1,1,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],10
1047238,PUH9Se529L,"Unit CTA1_13, Section CTA1_13-1",PROP06,1,R5C1,19/05/2006 10:34,19/05/2006 10:34,19/05/2006 10:34,19/05/2006 10:34,5,5,,1,0,0,1,Entering a given,104
1047315,PUH9Se529L,"Unit CTA1_06, Section CTA1_06-2",BH1T20,1,yMin,22/05/2006 10:41,22/05/2006 10:42,22/05/2006 10:42,22/05/2006 10:42,50,50,,1,0,0,1,Changing axis bounds,7
1048001,PUu32klgfP,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,1,Point 1.3,15/05/2006 10:54,15/05/2006 10:55,,15/05/2006 10:55,56,,56,0,0,2,0,Correctly placing points,17
1048111,PUu32klgfP,"Unit ES_03, Section ES_03-3",EG48,1,-10x-1.8x = 6,22/05/2006 10:38,22/05/2006 10:39,22/05/2006 10:39,22/05/2006 10:39,54,54,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],16
1048197,S833Nk9r71,"Unit ES_01, Section ES_01-6",EG21,3,-4-7 = 7+x-7,22/02/2006 10:07,22/02/2006 10:07,22/02/2006 10:07,22/02/2006 10:07,6,6,,1,0,0,1,"[SkillRule: Consolidate vars, no coeff; CLT]",17
1048393,Un24RpQEWg,"Unit ES_04, Section ES_04-15",LIT55,1,(y-3) = m*(x-7),22/02/2006 10:20,22/02/2006 10:20,22/02/2006 10:20,22/02/2006 10:20,17,17,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Eliminate Parens; {[var expr]/[const expr] = [const expr], multiply; [var expr]*[const expr] = [const expr], divide}]",35~~3
1048689,Un24RpQEWg,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,(56+X)/4 = 64,31/03/2006 10:29,31/03/2006 10:29,31/03/2006 10:29,31/03/2006 10:29,11,11,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",48~~46
1048872,Un24RpQEWg,"Unit ES_07, Section ES_07-6",LIT77A,1,zR2,28/04/2006 10:00,28/04/2006 10:00,,28/04/2006 10:00,1,,1,0,1,0,0,,
1049003,Un24RpQEWg,"Unit CTA1_12, Section CTA1_12-2",SYS04,1,R1C2,03/05/2006 10:26,03/05/2006 10:27,03/05/2006 10:27,03/05/2006 10:27,30,,30,0,1,0,1,,
1049098,0ZroSLGL09,"Unit CTA1_02, Section CTA1_02-4",REAL28,1,R3C2,28/02/2006 09:02,28/02/2006 09:04,28/02/2006 09:04,28/02/2006 09:04,138,,138,0,1,0,1,"Using simple numbers~~Using small numbers~~Write expression, negative slope",1~~1~~1
1049215,0ZroSLGL09,"Unit ES_01, Section ES_01-8",EG25,2,y/8 = 5,28/02/2006 09:24,28/02/2006 09:24,28/02/2006 09:24,28/02/2006 09:24,7,7,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",3~~5
1049403,0ZroSLGL09,"Unit CTA1_08, Section CTA1_08-3",DEC04,1,R3C2,23/03/2006 09:09,23/03/2006 09:10,23/03/2006 09:12,23/03/2006 09:12,125,,125,0,2,0,1,"Using small numbers~~Using difficult numbers~~Write expression, initial and change",13~~7~~1
1049559,0ZroSLGL09,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS03,1,constant factors1R1,04/05/2006 09:18,04/05/2006 09:18,04/05/2006 09:18,04/05/2006 09:18,4,4,,1,0,0,1,,
1049639,0ZroSLGL09,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS01,3,row1-D-y,09/05/2006 09:34,09/05/2006 09:34,09/05/2006 09:34,09/05/2006 09:34,7,7,,1,0,0,1,,
1049684,3Whv9UbPsR,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS01,5,(3(x^2)(y^3))/(2(x^5)(y^4)),20/03/2006 08:47,20/03/2006 08:47,20/03/2006 08:47,20/03/2006 08:47,12,12,,1,0,0,1,,
1049691,3Whv9UbPsR,"Unit CTA1_20, Section CTA1_20-1",2PTS03,1,R1C2,20/03/2006 08:51,20/03/2006 08:51,20/03/2006 08:51,20/03/2006 08:51,30,30,,1,0,0,1,,
1049743,3Whv9UbPsR,"Unit CTA1_24, Section CTA1_24-1",PERCENT07,1,R4C1,23/05/2006 09:20,23/05/2006 09:21,23/05/2006 09:21,23/05/2006 09:21,7,7,,1,0,0,1,Entering a given,17
1049837,7d9J30iOq8,"Unit CTA1_01, Section CTA1_01-4",L1FB12,1,R4C1,20/03/2006 08:34,20/03/2006 08:34,20/03/2006 08:34,20/03/2006 08:34,5,5,,1,0,0,1,Entering a given,15
1049998,7d9J30iOq8,"Unit CTA1_02, Section CTA1_02-3",L3NOV10C,1,R2C2,12/05/2006 09:03,12/05/2006 09:03,12/05/2006 09:03,12/05/2006 09:03,5,5,,1,0,0,1,Identifying units,28
1050107,7d9J30iOq8,"Unit CTA1_08, Section CTA1_08-1",LDEMO_MBGRPH,1,YLabel,23/05/2006 09:09,23/05/2006 09:09,23/05/2006 09:09,23/05/2006 09:09,34,34,,1,0,0,1,Labelling the axes,24
1050135,8mKdvKlPOw,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS01,1,FinalAnswer,04/05/2006 08:36,04/05/2006 08:37,04/05/2006 08:37,04/05/2006 08:37,44,44,,1,0,0,1,perform-mult-sp,11
1050190,8mKdvKlPOw,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2",EG-EQS07,3,FinalAnswer,04/05/2006 08:58,04/05/2006 08:58,04/05/2006 08:58,04/05/2006 08:58,11,11,,1,0,0,1,simplify-fractions-sp,22
1050267,cx5L3UEvoR,"Unit CTA1_01, Section CTA1_01-2",BH1T26C,1,R5C2,10/04/2006 08:51,10/04/2006 08:52,10/04/2006 08:52,10/04/2006 08:52,18,18,,1,0,0,1,"Find Y, Simple~~Using simple numbers~~Using large numbers",15~~21~~6
1050313,k71nQKqIB3,"Unit CTA1_02, Section CTA1_02-2",BH1T21A,1,R1C1,17/05/2006 10:53,17/05/2006 10:54,17/05/2006 10:54,17/05/2006 10:54,19,19,,1,0,0,1,,
1050381,LQm0n9F5e0,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS01-FIXED,1,x1R1,02/03/2006 08:53,02/03/2006 08:53,02/03/2006 08:53,02/03/2006 08:53,4,4,,1,0,0,1,,
1050529,LQm0n9F5e0,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS01,1,row2constant factors,20/03/2006 08:31,20/03/2006 08:31,20/03/2006 08:31,20/03/2006 08:31,14,14,,1,0,0,1,,
1050569,LQm0n9F5e0,"Unit CTA1_20, Section CTA1_20-1",1PTB05,1,R3C1,20/03/2006 08:41,20/03/2006 08:41,20/03/2006 08:41,20/03/2006 08:41,2,2,,1,0,0,1,Define Variable,1
1050786,Mhc6xUn6X1,"Unit CTA1_08, Section CTA1_08-3",L5FB02,1,R3C1,20/03/2006 08:54,20/03/2006 08:54,20/03/2006 08:54,20/03/2006 08:54,44,44,,1,0,0,1,Define Variable,16
1050885,Mhc6xUn6X1,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS01-FIXED,1,FinalAnswer,23/03/2006 09:17,23/03/2006 09:17,23/03/2006 09:17,23/03/2006 09:17,37,37,,1,0,0,1,perform-mult-sp,9
1050961,Mhc6xUn6X1,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2",EG-EQS07,8,FinalAnswer,04/05/2006 08:49,04/05/2006 08:49,04/05/2006 08:49,04/05/2006 08:49,22,,22,0,1,0,1,simplify-fractions-sp,24
1051008,Mhc6xUn6X1,"Unit CTA1_20, Section CTA1_20-1",IPCSWIMMING,1,R1C1,04/05/2006 09:15,04/05/2006 09:16,04/05/2006 09:18,04/05/2006 09:18,137,,137,0,5,3,1,,
1051198,O4YDV4XPTd,"Unit CTA1_08, Section CTA1_08-3",NOV13,1,R1C1,23/03/2006 09:24,23/03/2006 09:24,23/03/2006 09:24,23/03/2006 09:24,3,3,,1,0,0,1,,
1051322,O4YDV4XPTd,"Unit ES_04, Section ES_04-1",EG40,3,8x-8 = -2,11/04/2006 08:35,11/04/2006 08:35,11/04/2006 08:35,11/04/2006 08:35,7,7,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",3
1051355,O4YDV4XPTd,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2",EG-EPS07,2,(3y^4)(y^6),04/05/2006 09:13,04/05/2006 09:13,04/05/2006 09:13,04/05/2006 09:13,6,6,,1,0,0,1,,
1051472,O4YDV4XPTd,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS01,1,(4(x^2)(y^4))/(2(x^6)(y^5)),18/05/2006 09:07,18/05/2006 09:07,18/05/2006 09:07,18/05/2006 09:07,5,5,,1,0,0,1,,
1051519,On0ILT6rt5,"Unit ES_02, Section ES_02-4",EG35B,1,4*-53 = x,02/03/2006 09:07,02/03/2006 09:07,02/03/2006 09:07,02/03/2006 09:07,11,11,,1,0,0,1,[SkillRule: Select Multiply; {MT; MT no fraction coeff}],2
1051647,On0ILT6rt5,"Unit CTA1_01, Section CTA1_01-3",BH1T28,1,R3C2,04/05/2006 09:22,04/05/2006 09:24,04/05/2006 09:25,04/05/2006 09:25,157,,157,0,2,0,1,"Using simple numbers~~Using large numbers~~Write expression, negative slope",36~~21~~1
1051716,oSV25Eb2y9,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2",EG-EPS09,1,FinalAnswer,02/03/2006 08:52,02/03/2006 08:52,02/03/2006 08:52,02/03/2006 08:52,9,9,,1,0,0,1,perform-mult-sp,11
1051796,oSV25Eb2y9,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS02,3,(5(x^6)(y^5))/y^2,23/03/2006 08:29,23/03/2006 08:29,23/03/2006 08:29,23/03/2006 08:29,16,16,,1,0,0,1,,
1051828,oSV25Eb2y9,"Unit CTA1_24, Section CTA1_24-1",REAL06,1,R7C2,04/05/2006 08:40,04/05/2006 08:40,04/05/2006 08:40,04/05/2006 08:40,16,16,,1,0,0,1,Entering a given,8
1051858,QjpdTxl6ce,"Unit CTA1_25, Section CTA1_25-1",FOR01,1,R6C1,28/02/2006 08:58,28/02/2006 08:59,28/02/2006 08:59,28/02/2006 08:59,6,6,,1,0,0,1,Entering a given,7
1051949,QjpdTxl6ce,"Unit CTA1_26, Section CTA1_26-1",BH1T06,1,yMax,28/02/2006 09:15,28/02/2006 09:15,28/02/2006 09:15,28/02/2006 09:15,25,,25,0,2,0,2,Changing axis bounds,12
1052049,QjpdTxl6ce,"Unit CTA1_27, Section CTA1_27-1",PROP14,1,R4C1,02/03/2006 08:30,02/03/2006 08:31,02/03/2006 08:31,02/03/2006 08:31,7,7,,1,0,0,1,Entering a given,27
1052213,Rz2qkM4015,"Unit CTA1_01, Section CTA1_01-4",JAN13A,1,R4C1,04/05/2006 08:37,04/05/2006 08:37,04/05/2006 08:37,04/05/2006 08:37,6,6,,1,0,0,1,Entering a given,26
1052359,Rz2qkM4015,"Unit CTA1_02, Section CTA1_02-2",NEWS01C,1,R6C2,18/05/2006 09:36,18/05/2006 09:36,18/05/2006 09:36,18/05/2006 09:36,9,9,,1,0,0,1,"Find Y, Simple~~Using simple numbers~~Using small numbers",10~~75~~46
1052403,S7E3jvZbGG,"Unit CTA1_01, Section CTA1_01-4",L1FB12B,1,R1C1,28/02/2006 08:54,28/02/2006 08:56,28/02/2006 08:56,28/02/2006 08:56,124,124,,1,0,0,1,,
1052601,S7E3jvZbGG,"Unit CTA1_02, Section CTA1_02-4",BH1T29B,1,XUnit,02/03/2006 09:06,02/03/2006 09:06,02/03/2006 09:06,02/03/2006 09:06,1,1,,1,0,0,1,,
1052675,S7E3jvZbGG,"Unit ES_01, Section ES_01-2",EG3,2,(4+6)*4,02/03/2006 09:38,02/03/2006 09:38,02/03/2006 09:38,02/03/2006 09:38,3,3,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",6~~6
1052912,S7E3jvZbGG,"Unit CTA1_08, Section CTA1_08-3",REAL10,1,Intercept Field 1,23/03/2006 09:17,23/03/2006 09:17,23/03/2006 09:17,23/03/2006 09:17,4,4,,1,0,0,1,Entering the y-intercept,17
1053022,S7E3jvZbGG,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS03,1,yR2,10/04/2006 08:50,10/04/2006 08:50,10/04/2006 08:50,10/04/2006 08:50,10,10,,1,0,0,1,perform-mult-row2-sp,14
1053097,S7E3jvZbGG,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS02,1,FinalAnswer,02/05/2006 08:32,02/05/2006 08:33,02/05/2006 08:33,02/05/2006 08:33,17,17,,1,0,0,1,simplify-fractions-sp,21
1053108,S7E3jvZbGG,"Unit CTA1_20, Section CTA1_20-1",2PTS03,1,R5C2,02/05/2006 08:37,02/05/2006 08:38,02/05/2006 08:42,02/05/2006 08:42,95,,95,0,1,0,1,"Using small numbers~~Find Y, positive slope~~Using difficult numbers",63~~27~~13
1053125,TQ0ahWNcZ9,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2",EG-EPS09,2,(4y^6)(4y^3),23/03/2006 08:36,23/03/2006 08:36,23/03/2006 08:36,23/03/2006 08:36,3,3,,1,0,0,1,,
1053169,TQ0ahWNcZ9,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2",EG-EQS07,3,(2y^4)/y^6,23/03/2006 08:48,23/03/2006 08:48,23/03/2006 08:48,23/03/2006 08:48,3,3,,1,0,0,1,,
1053367,U50h3ZFmGt,"Unit CTA1_08, Section CTA1_08-3",NOV13,1,R1C2,02/03/2006 08:42,02/03/2006 08:42,02/03/2006 08:42,02/03/2006 08:42,10,10,,1,0,0,1,,
1053487,U50h3ZFmGt,"Unit ES_04, Section ES_04-1",EG40,3,8-1y = 1,02/03/2006 09:38,02/03/2006 09:38,02/03/2006 09:38,02/03/2006 09:38,6,6,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",4
1053529,U50h3ZFmGt,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS02,1,yR2,23/03/2006 08:38,23/03/2006 08:38,23/03/2006 08:38,23/03/2006 08:39,9,9,,1,0,0,2,perform-mult-row2-sp,14
